Officiality,Name,Size,Type,Alignment,AC,HP,Normal,Flying,Swim,Burrow,Climb,STR,DEX,CON,INT,WIS,CHA,Saving Throws,Skills,WRI,Senses,Languages,CR,XP,Unknown,All Environments,Arctic,Coastal,Desert,Forest,Grassland,Hills,Jungle,Mountain,Swamp,Underdark,Underwater,Urban,Additional,Source,Author
,Awakened Shrub,Small,Plant,U,9,10,20 ft.,,,,,3,8,11,10,10,6,-,-,"Fireweak, piercingres",-,Creator,0,10,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,False Appearance,Mordenkainen's Tome of Foes,Wizards of the Coast
,Awakened Tree,Huge,Plant,U,13,59,20 ft.,,,,,19,6,15,10,10,7,-,-,"Fireweak, bludgeoningres, piercingres",-,Creator,2,450,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,False Appearance,Mordenkainen's Tome of Foes,Wizards of the Coast
,Awakened Zurkhwood,Huge,Plant,U,13,59,20 ft.,,,,,19,6,15,10,10,7,-,-,"Fireweak, bludgeoningres, piercingres",-,Any,2,450,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,False Appearance,Monster Manual,Wizards of the Coast
,Axe Beak,Large,Beast,U,11,19,50 ft.,,,,,14,12,12,2,10,5,-,-,-,-,-,0.25,50,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,Mordenkainen's Tome of Foes,Wizards of the Coast
,Azer,Medium,Elemental,LN,17,39,30 ft.,,,,,17,12,15,12,13,10,CON,-,"Fireimmu, poisonimmu, poisonimmu",-,Ignan,2,450,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Heated Body, Heated Weapons, Illumination",Monster Manual,Wizards of the Coast
,Baba Lysaga's Creeping Hut,Gargantuan,Construct,U,16,263,30 ft.,,,,,26,7,20,1,3,3,"CON, WIS, CHA",-,"Poisonimmu, psychicimmu, blindedimmu, charmedimmu, deafenedimmu, exhaustionimmu, frightenedimmu, paralyzedimmu, petrifiedimmu, proneimmu",Blindsight 120,-,11,7200,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"False, Siege",Monster Manual,Wizards of the Coast
,Babau,Medium,Fiend,CE,16,82,40 ft.,,,,,19,16,16,11,12,13,-,"Perception, Stealth","Coldres, fireres, lightningres, nonmagicalres, poisonimmu, poisonedimmu",Darkvision 120,Abyssal,4,1100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Innate Spellcasting,Monster Manual,Wizards of the Coast
,Baboon,Small,Beast,U,12,3,30 ft.,,,,climb 30 ft.,8,14,11,4,12,6,-,-,-,-,-,0,10,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Pack Tactics,Mordenkainen's Tome of Foes,Wizards of the Coast
,Badger,Tiny,Beast,U,10,3,20 ft.,,,burrow  5 ft.,,4,11,12,2,12,5,-,-,-,Darkvision 30,-,0,10,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Keen Smell,Mordenkainen's Tome of Foes,Wizards of the Coast
,Bael,Large,Fiend,LE,18,189,30 ft.,,,,,24,17,20,21,24,24,"DEX, CON, INT, CHA","Intimidation, Perception, Persuasion","Coldres, nonmagicalres, nonsilveredres, fireimmu, poisonimmu, charmedimmu, exhaustionimmu, frightenedimmu, poisonedimmu",Truesight 120,"All, telepathy 120",19,22000,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Dreadful, Innate Spellcasting, Legendary Resistance, Magic Resistance, Magic Weapons, Regeneration, Lair",Monster Manual,Wizards of the Coast
,Balhannoth,Large,Aberration,CE,17,114,25 ft.,,,,climb 25 ft.,17,8,18,6,15,8,CON,Perception,Blindedimmu,Blindsight 500,"Deep Speech, telepathy 1 mile",11,7200,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Legendary, Lair",Monster Manual,Wizards of the Coast
,Balor,Huge,Fiend,CE,19,262,40 ft.,fly 80 ft.,,,,26,15,22,20,16,22,"STR, CON, WIS, CHA",-,"coldres, lightningres, nonmagicalres, fireimmu, poisonimmu, poisonedimmu",Truesight 120,"Abyssal, telepathy 120",19,22000,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Death Throes, Fire Aura, Magic Resistance, Magic Weapons",Monster Manual,Wizards of the Coast
,Banderhobb,Large,Monstrosity,NE,15,84,30 ft.,,,,,20,12,20,11,14,8,-,"Athletics, Stealth","Charmedimmu, frightenedimmu, poisonedimmu",Darkvision 120,"Common, Any",5,1800,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Resonant Connection, Shadow Stealth",Monster Manual,Wizards of the Coast
,Bandit,Medium,Humanoid,NOT LAWFUL,12,11,30 ft.,,,,,11,12,12,10,10,10,-,-,-,-,Any,0.125,25,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-,Mordenkainen's Tome of Foes,Wizards of the Coast
,Bandit Captain,Medium,Humanoid,NOT LAWFUL,15,65,30 ft.,,,,,15,16,14,14,11,14,"STR, DEX, WIS","Athletics, Deception",-,-,Any,2,450,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-,Mordenkainen's Tome of Foes,Wizards of the Coast
,Banshee,Medium,Undead,CE,12,58,,fly 40 ft.,,,,1,14,10,12,11,17,"WIS, CHA",-,"Acidres, fireres, lightningres, thunderres, nonmagicalres, coldimmu, necroticimmu, poisonimmu, charmedimmu, exhaustionimmu, frightenedimmu, grappledimmu, paralyzedimmu, petrifiedimmu, poisonedimmu, proneimmu, restrainedimmu",Darkvision 60,"Common, Elvish",4,1100,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Detect Life, Incorporeal Movement",Monster Manual,Wizards of the Coast
,Baphomet,Huge,Fiend,CE,22,275,40 ft.,,,,,30,14,26,18,24,16,"DEX, CON, WIS","Intimidation, Perception","Coldres, fireres, lightningres, poisonimmu, nonmagicalimmu, charmedimmu, exhaustionimmu, frightenedimmu, poisonedimmu",Truesight 120,"All, telepathy 120",23,50000,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Charge, Innate Spellcasting, Labyrinthine Recall, Legendary, Magic Resistance, Magic Weapons, Reckless, Lair",Monster Manual,Wizards of the Coast
,Barbed Devil,Medium,Fiend,LE,15,110,30 ft.,,,,,16,17,18,12,14,14,"STR, CON, WIS, CHA","Deception, Insight, Perception","Coldres, nonmagicalres, nonsilveredres, fireimmu, poisonimmu, poisonedimmu",Darkvision 120,"Infernal, telepathy 120",5,1800,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Barbed Hide, Devil's Sight, Magic Resistance",Monster Manual,Wizards of the Coast
,Bard,Medium,Humanoid,ANY,15,44,30 ft.,,,,,11,14,12,10,13,14,"DEX, WIS","Acrobatics, Perception, Performance",-,-,Any,2,450,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Normal SPellcasting, Song of Rest, Taunt",Mordenkainen's Tome of Foes,Wizards of the Coast
,Barghest,Large,Fiend,NE,17,90,60 ft.,,,,,19,15,14,13,12,14,-,"Deception, Intimidation, Perception, Stealth","Coldres, fireres, lightningres, nonmagicalres, acidimmu, poisonimmu, poisonedimmu","Blindsight 60, Darkvision 60","Abyssal, Common, Goblin, Infernal, telepathy 60",4,1100,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Shapechanger, Fire Banishment, Keen Smell, Innate Spellcasting",Monster Manual,Wizards of the Coast
,Barlgura,Large,Fiend,CE,15,68,30 ft.,,,,climb 30 ft.,18,15,16,7,14,9,"DEX, CON","Perception, Stealth","Coldres, fireres, lightningres, poisonimmu, poisonedimmu","Blindsight 30, Darkvision 120","Abyssal, telepathy 120",5,1800,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Innate Spellcasting, Reckless, Running Leap",Monster Manual,Wizards of the Coast
,Basilisk,Medium,Monstrosity,U,15,52,30 ft.,,,,,16,8,15,2,8,7,"STR, CON, WIS, CHA","Deception, Insight, Perception","Coldres, nonmagicalres, nonsilvered immu, fireimmu, poisonimmu, poisonedimmu",Darkvision 120,"Infernal, telepathy 120",3,700,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Barbed Hide, Devil's Sight, Magic Resistance",Monster Manual,Wizards of the Coast
,Bat,Tiny,Beast,U,12,1," 5 ft.",fly 30 ft.,,,,2,15,8,2,12,4,-,-,-,Blindsight 60,-,0,10,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Echolocation, Keen Hearing",Mordenkainen's Tome of Foes,Wizards of the Coast
,Bearded Devil,Medium,Fiend,LE,13,52,30 ft.,,,,,16,15,15,9,11,11,"STR, CON, WIS",-,"Coldres, nonmagicalres, nonsilveredres, fireimmu, poisonimmu, poisonedimmu",Darkvision 120,"Infernal, telepathy 120",3,700,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Devil's Sight, Magic Resistance, Steadfast",Monster Manual,Wizards of the Coast
,Behir,Huge,Monstrosity,NE,17,168,50 ft.,,,,climb 40 ft.,23,16,18,7,16,12,-,"Perception, Stealth",Lightningimmu,Darkvision 90,Draconic,11,7200,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,Monster Manual,Wizards of the Coast
,Beholder,Large,Aberration,LE,18,180,30 ft.,,,,,10,14,18,17,15,17,"STR, CON, WIS",-,"Coldres, nonmagicalres, nonsilveredimmu, fireimmu, poisonimmu, poisonedimmu",Darkvision 120,"Infernal, telepathy 120",13,10000,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Devil's Sight, Magic Resistance, Steadfast",Monster Manual,Wizards of the Coast
,Beholder Zombie,Large,Undead,NE,15,93,,fly 20 ft.,,,,10,8,16,3,8,5,WIS,-,"Poisonimmu, poisonedimmu",Darkvision 60,"Deep Speech, Undercommon",5,1800,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Undead Fortitude,Volo's Guide to Monsters,Wizards of the Coast
,Berbalang,Medium,Aberration,NE,14,38,30 ft.,fly 40 ft.,,,,9,16,9,17,11,10,-,"Arcana, History, Insight, Perception, Religion",-,Truesight 120,All,2,450,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Spectral Duplicate, Innate Spellcasting",Monster Manual,Wizards of the Coast
,Berserker,Medium,Humanoid,ANY CHAOTIC,13,67,30 ft.,,,,,16,12,17,9,11,9,-,-,-,-,Any,2,450,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Reckless,Mordenkainen's Tome of Foes,Wizards of the Coast
,Bheur Hag,Medium,Fey,CE,17,91,30 ft.,,,,,13,16,14,12,13,16,WIS,"Nature, Perception, Stealth, Survival",Coldimmu,Darkvision 60,"Auran, Common, Giant",7,2900,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Graystaff Magic, Ice Walk, Innate Spellcasting",Monster Manual,Wizards of the Coast
,Black Abishai,Medium,Fiend,LE,15,58,30 ft.,fly 40 ft.,,,,14,17,14,13,16,11,"DEX, WIS","Perception, Stealth","COldres, nonmagicalres, nonsilveredres, acidimmu, fireimmu, poisonimmu, poisonedimmu",Darkvision 120,"Draconic, Infernal, telepathy 120",7,2900,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Devil's Sight, Magic Resistance, Magic Weapons, Shadow Stealth",Monster Manual,Wizards of the Coast
,Black Bear,Medium,Beast,U,11,19,40 ft.,,,,climb 30 ft.,15,10,14,2,12,7,-,Perception,-,-,-,0.5,100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Keen Smell,Mordenkainen's Tome of Foes,Wizards of the Coast
,Black Dragon Wyrmling,Medium,Dragon,CE,17,33,30 ft.,fly 60 ft.,swim 30 ft.,,,15,14,13,10,11,13,"DEX, CON, WIS, CHA","Perception, Stealth",Acidimmu,"Blindsight 30, Darkvision 120","Common, Draconic",2,450,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Amphibious,Monster Manual,Wizards of the Coast
,Black Earth Guard,Medium,Humanoid,NE,18,39,30 ft.,,,,,17,11,14,10,10,9,-,"Intimidation, Perception",-,-,Common,2,450,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,Monster Manual,Wizards of the Coast
,Black Earth Priest,Medium,Humanoid,NE,17,45,30 ft.,,,,,15,11,14,12,10,16,-,"Intimidation, Religion, Persuasion",-,-,"Common, Terran",3,700,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Normal Spellcasting,Monster Manual,Wizards of the Coast
,Black Pudding,Large,Ooze,U,7,85,20 ft.,,,,climb 20 ft.,16,5,16,1,6,1,-,-,"Acidimmu, coldimmu, lightningimmu, slashingimmu, blindedimmu, charmedimmu, deafenedimmu, exhaustionimmu, frightenedimmu, proneimmu",Blindsight 60,-,4,1100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Amorphous, Corrosive Form, Spider Climb",Storm King's Thunder,Wizards of the Coast
,Blackguard,Medium,Humanoid,NOT GOOD,18,153,30 ft.,,,,,18,11,18,11,14,15,"WIS, CHA","Athletics, Deception, Intimidation",-,-,Any,8,3900,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Normal Spellcasting,Mordenkainen's Tome of Foes,Wizards of the Coast
,Blink Dog,Medium,Fey,LG,13,22,40 ft.,,,,,12,17,12,10,13,11,-,"Perception, Stealth",-,-,"Own, Sylvan",0.25,50,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Keen Hearing, Keen Smell, Pack Tactics",Mordenkainen's Tome of Foes,Wizards of the Coast
,Blood Hawk,Small,Beast,U,12,7,10 ft.,fly 60 ft.,,,,6,14,10,3,14,5,-,Perception,-,-,-,0.125,25,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Keen Sight, Pack Tactics",Mordenkainen's Tome of Foes,Wizards of the Coast
,Blue Abishai,Medium,Fiend,LE,19,195,30 ft.,fly 50 ft.,,,,15,14,17,22,23,18,"INT, WIS",Arcana,"Coldres, nonmagicalres, nonsilveredres, fireimmu, lightiningimmu, poisonimmu, poisonedimmu",Darkvision 120,"Draconic, Infernal, telepathy 120",17,18000,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Devil's Sight, Magic Resistance, Magic Weapons, Normal Spellcasting",Monster Manual,Wizards of the Coast
,Blue Dragon Wyrmling,Medium,Dragon,LE,17,52,30 ft.,fly 60 ft.,,burrow 15 ft.,,17,10,15,12,11,15,"DEX, CON, WIS, CHA","Perception, Stealth",Lightningimmu,"Blindsight 30, Darkvision 120","Common, Draconic",3,700,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,Monster Manual,Wizards of the Coast
,Blue Slaad,Large,Aberration,CN,15,123,30 ft.,,,,,20,15,18,7,7,9,-,Perception,"Acidres, coldres, fireres, lightningres, thunderres",Darkvision 60,"Own, telepathy 60",7,2900,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Magic Resistance, Regeneration",Volo's Guide to Monsters,Wizards of the Coast
,Boar,Medium,Beast,U,11,11,40 ft.,,,,,13,11,12,2,9,5,-,-,-,-,-,0.25,50,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Charge, Relentless",Mordenkainen's Tome of Foes,Wizards of the Coast
,Bodak,Medium,Undead,CE,15,58,30 ft.,,,,,15,16,15,7,12,12,-,"Perception, Stealth","Coldres, fireres, necroticres, nonmagicalres, lightningimmu, poisonimmu, charmedimmu, frightenedimmu, poisonedimmu",Darkvision 120,"Abyssal, Any",6,2300,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aura of Annihilation, Death Gazer, Sunlight Hypersensitivity",Monster Manual,Wizards of the Coast
,Boggle,Small,Fey,CN,14,18,30 ft.,,,,climb 30 ft.,8,18,13,6,12,7,-,"Perception, Sleight of Hand, Stealth",Fireres,Darkvision 60,Sylvan,0.125,25,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Boggle Oil, Dimensional Rift, Uncanny Smell",Monster Manual,Wizards of the Coast
,Bone Devil,Large,Fiend,LE,19,142,40 ft.,fly 40 ft.,,,,18,16,18,13,14,16,"INT, WIS, CHA","Deception, Insight","Coldres, nonmagicalres, nonsilveredres, fireimmu, poisonimmu, poisonedimmu",Darkvision 120,"Infernal, telepathy 120",9,5000,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Devil's Sight, Magic Resistance",Monster Manual,Wizards of the Coast
,Bone Naga,Large,Undead,LE,15,58,30 ft.,,,,,15,16,12,15,15,16,-,-,"Poisonimmu, charmedimmu, exhaustionimmu, paralyzedimmu, poisonedimmu",Darkvision 60,"Common, Any",4,1100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Normal Spellcasting,Mordenkainen's Tome of Foes,Wizards of the Coast
,Boneclaw,Large,Undead,CE,16,127,40 ft.,,,,,19,16,15,13,15,9,"DEX, CON, WIS","Perception, Stealth","Coldres, necroticres, nonmagicalres, charmedimmu, exhaustionimmu, frightenedimmu, paralyzedimmu, poisonedimmu",Darkvision 60,"Common, Any",12,8400,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Rejuvenation, Shadow Stealth",Monster Manual,Wizards of the Coast
,Brass Dragon Wyrmling,Medium,Dragon,CG,16,16,30 ft.,fly 60 ft.,,burrow 15 ft.,,15,10,13,10,11,13,"DEX, CON, WIS, CHA","Perception, Stealth",Fireimmu,"Blindsight 10, Darkvision 60",Draconic,1,200,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,Monster Manual,Wizards of the Coast
,Bridesmaid of Zuggtmoy,Medium,Plant,CE,13,22,20 ft.,,,,,14,11,11,14,8,18,-,-,-,Darkvision 60,Abyssal,0.125,25,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Fungus Stride,Volo's Guide to Monsters,Wizards of the Coast
,Brontosaurus,Gargantuan,Beast,U,15,121,30 ft.,,,,,21,9,17,2,10,7,CON,-,-,-,-,5,1800,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-,Monster Manual,Wizards of the Coast
,Bronze Dragon Wyrmling,Medium,Dragon,LG,17,32,30 ft.,fly 60 ft.,swim 30 ft.,,,17,10,15,12,11,15,"DEX, CON, WIS, CHA","Perception, Stealth",Lightningimmu,"Blindsight 10, Darkvision 60",Draconic,2,450,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Amphibious,Monster Manual,Wizards of the Coast
,Bronze Scout,Medium,Construct,U,13,18,30 ft.,,,burrow 30 ft.,,10,16,11,3,14,1,-,"Perception, Stealth","Poisonimmu, nonmagicalimmu, nonadamantineimmu, charmedimmu, exhaustionimmu, frightenedimmu, paralyzedimmu, petrifiedimmu, poisonedimmu",Darkvision 60,Creator,1,200,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Earth Armor, Magic Resistance",Monster Manual,Wizards of the Coast
,Broom of Attack,Small,Construct,U,15,17,,fly 50 ft.,,,,10,17,10,1,5,1,-,-,"Poisonimmu, psychicimmu, blindedimmu, charmedimmu deafenedimmu, exhaustionimmu, frightenedimmu, paralyzedimmu, petrifiedimmu, poisonimmu, proneimmu",Blindsight 30,-,0.25,50,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"False, -",Hoard of the Dragon Queen,Wizards of the Coast
,Brown Bear,Large,Beast,U,11,34,40 ft.,,,,climb 30 ft.,19,10,16,2,13,7,-,Perception,-,-,-,1,200,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Keen Smell,Mordenkainen's Tome of Foes,Wizards of the Coast
,Bugbear,Medium,Humanoid,CE,16,27,30 ft.,,,,,15,14,13,8,11,9,-,"Stealth, Survival",-,Darkvision 60,"Common, Goblin",1,200,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Brute, Surprise Attack",Monster Manual,Wizards of the Coast
,Bugbear Chief,Medium,Humanoid,CE,17,65,30 ft.,,,,,17,14,14,11,12,11,-,"Intimidation, Stealth, Survival",-,Darkvision 60,"Common, Goblin",3,700,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Brute, Hearth of Hruggek, Surprise Attack",Monster Manual,Wizards of the Coast
,Bulette,Large,Monstrosity,U,17,94,40 ft.,,,burrow 40 ft.,,19,11,21,2,10,5,-,Perception,-,"Darkvision 60, Tremorsense 60",-,5,1800,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Standing Leap,Monster Manual,Wizards of the Coast
,Bulezau,Medium,Fiend,CE,14,52,40 ft.,,,,,15,14,17,8,9,6,-,-,"Coldres, fireres, lightningres, poisonimmu, charmedimmu, frightenedimmu, poisonedimmu",Darkvision 120,"Abyssal, telepathy 60",3,700,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Rotting Presence, Standing Leap, Sure-Footed",Monster Manual,Wizards of the Coast
,Bullywug,Medium,Humanoid,NE,15,11,20 ft.,,swim 40 ft.,,,12,12,13,7,10,7,-,Stealth,-,-,Own,0.25,50,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Amphibious, Speak with Frogs, Speak with Toads, Swamp Camouflage, Standing Leap",Monster Manual,Wizards of the Coast
,Burrowshark,Medium,Humanoid,NE,18,82,30 ft.,,,,,18,12,16,10,11,13,-,"Animal Handling, Athletics, Intimidation, Perception",-,-,Common,4,1100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Bond of the Black Earth,Monster Manual,Wizards of the Coast
,Cadaver Collector,Large,Construct,LE,17,189,30 ft.,,,,,21,14,20,5,11,8,-,-,"Necroticimmu, poisonimmu, psychicimmu, nonmagicalimmu, nonadamantineimmu, charmedimmu, exhaustionimmu, frightenedimmu, paralyzedimmu, petrifiedimmu, poisonedimmu",Darkvision 60,All,14,11500,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Magic Resistance, Summon Specters",Monster Manual,Wizards of the Coast
,Cambion,Medium,Fiend,ANY EVIL,19,82,30 ft.,fly 60 ft.,,,,18,18,16,14,12,16,"STR, CON, INT, CHA","Deception, Intimidation, Perception, Stealth","Coldres, fireres, lightningres, poisonres, nonmagicalres",Darkvision 60,"Abyssal, Common, Infernal",5,1800,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Fiendish Blessing, Innate Spellcasting",Monster Manual,Wizards of the Coast
,Camel,Large,Beast,U,9,15,50 ft.,,,,,16,8,14,2,8,5,-,-,-,-,-,0.125,25,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,Mordenkainen's Tome of Foes,Wizards of the Coast
